"X","created_at","text","user_id","user_follower_count","sentiment_score","sentiment","group"
12433,2021-10-28 16:42:48,"We are now audited and verified by fuddoxx! LFG!<U+0001F680><U+0001F525><U+0001FAB4>@FudCoinOfficial 

https://t.co/Q7uJxDegYA

https://t.co/Lau2sQVfls

#bsc #lowcapgem #bep20 #bitcoin #shib #eth #doge #smartchain @elonmusk #binance #BabyDoge #BSCGems #cryptomoonshots #hiddengem #PlantToken $PLANT",1400627580726808576,417,0.5,"positive","200-1000"
12591,2021-10-28 16:44:04,"@elonmusk @ecommerceshares Juggling 10,000 balls is hard",1427395053194907648,8,-0.25,"negative","0-50"
12653,2021-10-28 16:44:34,"@DrKnowItAll16 @Tesla @elonmusk Hertz + Tesla = symbiotic relationship",3782556199,62,0,"neutral","50-200"
12720,2021-10-28 16:45:05,"@Investments_CEO @elonmusk Free of Cost",1445063266577776640,4,0.5,"positive","0-50"
12753,2021-10-28 16:45:20,"@JesseJa84792144 @Sinner310 @FOXLA @Tesla Then why are our crime rates skyrocketing? I live in a constant state of fear due to the criminal element that exists in the homeless encampments in CD11.",1453116208820015104,2,-3.75,"negative","0-50"
12825,2021-10-28 16:45:52,"@thehill @RepSpeier Would Elon musk be able to push humanity forward if he never had billions? Do we need to carry on moving forward?
The government need businesses to advance the human race",1318611323299782656,67,1.15,"positive","50-200"
12893,2021-10-28 16:46:27,"@elonmusk @ecommerceshares Sir one mor tweets about my favorite coin doge please.",1200794693870768128,8,2,"positive","0-50"
13106,2021-10-28 16:48:16,"@coingecko #Little_rabbit

NFT is an asset that you can't hold in your hand but you have complete ownership of that asset! 
Buy #little_rabbit and have your own NFT<U+0001F60D><U+0001F525>

#Little_rabbit
#LTRBT
#NFT
#ElonMusk
#bkex_exchange
#P2PB2B_exchange https://t.co/2aQmEtHT3U",1421530554189631488,15,1.35,"positive","0-50"
13223,2021-10-28 16:49:14,"This one! Why innovation was stopped??? @elonmusk",1111919714031321088,814,0.35,"positive","200-1000"
13279,2021-10-28 16:49:40,"I think babydoge coin is my only choice to invest.
#BabyDogeCoin <U+0001F680>
#BabyDoge <U+0001F415>
#BabyDogeArmy <U+0001F525>
@ElonMusk     
@BabyDogeCoin",1412424478974484480,18,0.4,"positive","0-50"
13343,2021-10-28 16:50:21,"@Keubiko Uber merges with Hertz to invest in shitcoins and tesla stonk.  Newco called UberHurtz",913771492315484160,71,0,"neutral","50-200"
13359,2021-10-28 16:50:28,"@dynamixarmy @elonmusk Great project with strong team behind and high potential growth in future. Don't miss this great opportunity!

@BagasArjuna17
@ErdropHunter99
@yong_leg

#ELONDYNA #ElonMusk #bnb #BSC #FUTURE",1436588998864949248,97,2,"positive","50-200"
13375,2021-10-28 16:50:36,"@coingecko Little rabbit token<U+0001F430><U+0001F525>
Future Gem <U+0001F48E>
Over than 315k holders<U+0001F680>
(\_/)
( ._.)
/ &gt;<U+0001F955>
Gonna be Supported by Elon musk?<U+0001F440>
Who knows<U+0001F648>
Let's give it a chance<U+0001F680>

Telegram:https://t.co/1uh2XHJe6D
Twitter:@LTRBTtwt",1143607951451656192,5,1.5,"positive","0-50"
13394,2021-10-28 16:50:50,"@ResaTheMestiza @BPEOSIO @EosIran @elonmusk I don't have a dream to be a billionaire, I've never been greedy, my aim is just to think about what other crypto money I can recover the 20 thousand dollars I lost in eos token, but it's impossible because it's all priced in, only eos remains",1.44770544963e+18,3,-0.15,"negative","0-50"
13396,2021-10-28 16:50:52,"@ntvll EU/EC r79 governs L1 and L2 driver assistance and is the one Tesla has the most problems meeting right now.
The other rule set, for L3, is multiples more difficult and effectively mandates sensor suites I'm the same way EU7 effectively mandated EVs.",70385284,1751,1.1,"positive","1000-10000"
13544,2021-10-28 16:52:09,"Billionaires like Musk and Bezos earn their cash off the backs of the thousands of workers who do the hard work and are overworked and often don't get paid a living wage. But go off.",24587662,290,-0.1,"negative","200-1000"
13567,2021-10-28 16:52:22,"@NervosNetwork @CryptoWendyO @Tesla @tayl0rnelson @AndrewKleinSEO @TheVanderWal @amirgamble @kyleecodes CKB Nervos Network!",1076147580948619264,1,0,"neutral","0-50"
13589,2021-10-28 16:52:32,"@Tridewi200 @Norasih5 @Nurjana79384884 @Tri80610746 Princess Sukimi ready to kill! Prepare for #EcchiCoin and it's NFT marketplace on 
@binance
 network! 
Join us : https://t.co/DMk28ZpqHi

https://t.co/RwnPgUrcH9

#crypto #Anime #NFTs #BTC      #cosplay #3D #ElonMusk #animegirl #nftcollector #NFT #cryptoartist #NFT #Bnb   #girls",1451253846739673088,4,1,"positive","0-50"
13639,2021-10-28 16:52:58,"@irelandcrypto1 @CumRocketCrypto is pumping best team best tokenmetrics best use case keeping the adult industry safe launching its platform friday buy on pancakeswap god bless <U+0001F680> elon musk tweeted about it in may saying cumrocket to moon now its launching, want to tell you <U+0001F60A>",1384710290818748416,63,2.25,"positive","50-200"
13677,2021-10-28 16:53:16,"@Bearjjjj @CumRocketCrypto is pumping best team best tokenmetrics best use case keeping the adult industry safe launching its platform friday buy on pancakeswap god bless <U+0001F680> elon musk tweeted about it in may saying cumrocket to moon now its launching, want to tell you <U+0001F60A>",1384710290818748416,63,2.25,"positive","50-200"
13820,2021-10-28 16:54:29,"These people are actually voted to power by an electorate. Hard to believe.",263810873,124,-0.25,"negative","50-200"
14062,2021-10-28 16:56:23,"My Tesla offloading soon <U+0001F972>",71655633,198,0,"neutral","50-200"
14067,2021-10-28 16:56:27,"@WatcherGuru #blockchain #cryptocurrencies #BSCGem #BullishAF #ElonMusk #Google #winning @elonmusk @cz_binance @goodso1992 @CryptoshampooO @thebullishtoken #Airdrop #cryptocurrecy 

AMA AT 1:00pm EST. (5pm UTC) IN THE SHAMPOO LOUNGE

https://t.co/1fQQp0pd46 https://t.co/QIv7PmSQls https://t.co/dFcCNrxzci",1450919948012900352,7,0.75,"positive","0-50"
14163,2021-10-28 16:56:56,"@ShibaInuHodler @InuKishu Why #KISHU ?
$KISHU use for payments in websites, like Travala and NOWPayments team accept it<U+0001F525>
Streamers can get $KISHU donations for their Twitch streams and bloggers for youtube!

@elonmusk @cz_binance @binance @HuobiGlobal @InuKishu @VitalikButerin
@chinapumpwxc https://t.co/vZFQ0F1BkZ",1400564012941778944,6,0.9,"positive","0-50"
14240,2021-10-28 16:57:29,"Elon Musk is now worth more than #ExxonMobil, but sure, taxing billionaires is ""divisive"". #TaxTheRich 
https://t.co/A0l5jB72Yw",3317848671,302,-0.65,"negative","200-1000"
14325,2021-10-28 16:58:03,"@coingecko #Marvin @MarvinToken $Marvin @elonmusk #elonmusk https://t.co/NIgTr4PFHk",1324796324068298752,374,0,"neutral","200-1000"
14381,2021-10-28 16:58:31,"@WARREZ420 @BenjaminPDixon @elonmusk @wapodavenport This nice vague comment doesn't show how smart you are but how dumb you are. What math exactly are you talking about? National debt? You don't know? But please keep sucking on this billionaires butthole.",307639593,192,-0.25,"negative","50-200"
14512,2021-10-28 16:59:15,"@ewarren Yes tell their parents 2 get a job at  @Tesla so they can afford child care, put food on the table,  get a house, &amp; have a retirement way b4 the average person can retire. ""If you give a person a fish, they eat for a day.  If u teach a person how 2 fish they eat for a life time!",1218016886799118336,193,4.3,"positive","50-200"
14529,2021-10-28 16:59:22,"@elonmusk @TheBabylonBee Dear Elon Musk,

Hope you are having a wonderful start of your day! 

What are your thoughts on the unlimited supply of DogeCoin? 

Best Regards,

Crypto Enthusiast",1452181538263781376,0,3.25,"positive","No follower"
14546,2021-10-28 16:59:29,"@SiglerJustin @elonmusk @TheBabylonBee It's a real asset you can borrow on",1367637759607922688,98,0.75,"positive","50-200"
14567,2021-10-28 16:59:35,"@paulctan @WholeMarsBlog @SawyerMerritt The whole narrative from Washington, being repeated by the media, is that the only jobs they are interested in creating is union jobs at union businesses.  Washington is blatantly favoring the Detroit automakers in lieu of Tesla etc...",163996260,129,1.05,"positive","50-200"
14608,2021-10-28 16:59:49,"@digishahed #Marvin @MarvinToken $Marvin @elonmusk #elonmusk https://t.co/c5NKXf1ISX",1324796324068298752,374,0,"neutral","200-1000"
14715,2021-10-28 17:00:31,"@jhinka29 @elonmusk @CryptoBikash @esmail77048268 @amir01878357 @kumar0783 @JobBtc @Btc_Vs_Alt @Crypto_IPL @BikashKarmak @manojke47354985 FLOKI PULSE $FPULSE - Join telegram: https://t.co/mdwg5C677a

Tokenomics: 1% reflections, 1% liquidity, 1% marketing
Slippage: 1-2%
 
1:1 airdrop on PULSECHAIN

BUY PERISALE TOKENS: https://t.co/xze1AV8k8p
 
LAUNCH THURS OCT 28, 8PM EST

#FLOKI #Flokigossip #BSCGems #flokipumps",1014670915,17,0.15,"positive","0-50"
14762,2021-10-28 17:00:49,"Tesla just won't stop https://t.co/diRCzaQm4I",272287239,417,0.1,"positive","200-1000"
14827,2021-10-28 17:01:21,"@elonmusk @atNickVega @CNBCMakeIt @jayleno Hi I am trying to Startup an innovating App. Can I share my idea with you . Will you share some  knowledge for the development for the app...""https://t.co/6VuAUnswi3",1135369716401229824,10,1.1,"positive","0-50"
15147,2021-10-28 17:03:33,"On @craigslistlove I'm seeing lots of scams for selling tesla's, or like the below as, full of false info... Beware https://t.co/nK92y0474V",3102927630,158,-1.1,"negative","50-200"
15161,2021-10-28 17:03:38,"Trending on #LunarCrush:

""Thanks to @CoinMarketCap glitch, every single holder of #EverGrowCoin is now richer than @elonmusk! We're sorry guys, this has caused a panic sell. Th..."" via @evergrowcoinEGC

Top coin mentions
$egc

https://t.co/xyiTGvf0r8 #LunarShare https://t.co/UB0cTUdNV0",1452593181141487616,19,-0.3,"negative","0-50"
15325,2021-10-28 17:04:59,"What does it mean to have ""'Full Self-Driving Capability' software""? It means that the car cannot drive itself. So naturally,  as promised, the car can drive itself.

It's a very ""confusing"" allegation, say attorneys for $TSLA.

Tim Gervais v. Tesla, Inc.: https://t.co/VLrP5zeeSn",398437761,16263,-0.5,"negative","10000+"
15740,2021-10-28 17:08:12,"@JoblessGarrett @cryptocom Follow your dreams. Dream big. Dream Mars. #dogelon #doge #elon #dogelonmars @DogelonMars @DogelonWarriors @elonmusk https://t.co/MMyK9KyxAR",627329918,114,0.75,"positive","50-200"
15866,2021-10-28 17:09:19,"@tommacphoto @Emmett__Osborne @elonmusk @wapodavenport Price caps create shortages.",15779125,3723,-0.4,"negative","1000-10000"
15943,2021-10-28 17:09:57,".@brian_armstrong @elonmusk maybe ""printing money"" and increasing debt is what allows people to buy @tesla cars and trade #cryptos on @coinbase. Without debt, at a large sense, the US GDP would eventually be much lower...",202240787,5834,-0.15,"negative","1000-10000"
15961,2021-10-28 17:10:02,"@nal90868994 @Pig_Finance @elonmusk @cz_binance #PigToken 0.00001$ Buy H O L D <U+0001F4B5>#PigArmy #Pigcoin $PIG #altcoin #Pigcommunity #memes #btc                                           <U+0001F4AA> P I G   T O K E N <U+0001F4AA> https://t.co/Q0bU0fajCY",1453003963159175168,18,-0.5,"negative","0-50"
16183,2021-10-28 17:11:56,"@elonmusk @TheBabylonBee As a member of the top 1% controlling more than 41 trillion on America's wealth, it's hard to understand your selfish stance on taxes.",30802884,23,-0.75,"negative","0-50"
16327,2021-10-28 17:12:57,"@greg16676935420 @itsALLrisky @elonmusk Such HIGH quality",1143395173830934528,6,0,"neutral","0-50"
16394,2021-10-28 17:13:28,"@davidgokhshtein @elonmusk @wapodavenport Bitcoin not so much but crypto yes",295364513,249,0.8,"positive","200-1000"
16476,2021-10-28 17:14:00,"@PiCoreTeam Do you know you can make $400 from lunarcrush in less than 4days? I have made more than $400 from lunarcrush. Click the link to register and carry out simple tasks like sharing and inviting friends. #cryptocurrency #Bitcoin #etherium
https://t.co/UZvryQIOPX
#Airdrops #ElonMusk",1451868691746807808,0,1,"positive","No follower"
16611,2021-10-28 17:15:07,"@Investments_CEO @elonmusk This cryptocurrency, it no longer has that much life, it lacks gunpowder.

#shiba have all the utility, life and the essential gunpowder to climb",2766771257,155,0.35,"positive","50-200"
16706,2021-10-28 17:15:53,"@CryptoGodJohn #doge DOGECOIN ALL TIME HIGH COMING @elonmusk--Do you want to buy Tesla with $Doge? Of course you do and you will be able to buy it $DOGE $BTC #Bitcoin $ETH $XRP $SHIB $ADA $DOT $USDT $BNB $SOL $LUNA $UNI $LTC $AVAX $LINK $ALGO $MATIC $XLM $ATOM $VET $FIL $TRX #dogearmy https://t.co/jhd1YErJNG",1559109584,116,0,"neutral","50-200"
16821,2021-10-28 17:16:43,"@CurveFinance #eps #let's go to space##eps #binance #turkey #cz #pump <U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680>.<U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680>#eps.#let's go to space# #eps #binance #turkey #cz #pump .<U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680>#eps #let's go to space #elon #musk<U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680>#ElonMmusk #eps #cz #<U+0001F4AF>sam",1394091573315522560,0,0,"neutral","No follower"
16853,2021-10-28 17:16:56,"Last I checked you thought lucid was insanely valued at 38 x earnings 

I tend to agree unless you think you have discovered the next Tesla or apple.  Is a global manufacturing presence and the ability to make millions of cars possible from the lucid team and backers? Of course",1374744257085411328,8,1.25,"positive","0-50"
16918,2021-10-28 17:17:28,"@cjlemire @jackiebarbosa @88IsabelleR @VictoriaDahl And if I'm going to drop a car into a snowbank, I don't mind killing off a Tesla. IJS.",2367743323,1531,-0.75,"negative","1000-10000"
17115,2021-10-28 17:19:33,"@PiCoreTeam Do you know you can make $400 from lunarcrush in less than 4days? I have made more than $400 from lunarcrush. Click the link to register and carry out simple tasks like sharing and inviting friends. #cryptocurrency #Bitcoin #etherium
https://t.co/UZvryQrdYp
#Airdrops #ElonMusk",1451868691746807808,0,1,"positive","No follower"
17138,2021-10-28 17:19:51,"@Sidd282 @marshgre @Tesla @elonmusk Name one brand that do these updates in workshop without a cost?",895027129,11,0,"neutral","0-50"
17464,2021-10-28 17:22:53,"Check ; 
@MyBabyShibaOFC
  #Stake &amp; #Farm Coming Soon!

https://t.co/ylHsO3xTjg

https://t.co/cy4fzF10Qw

https://t.co/0OxOtFuJ3A

#BSCGems #BSCGem #NFT #NFTs #GameFi #ElonMusk
#crypto #altcoins #bitcoin  #btc #news #BNB #BSC
#Binance #Defi #shiba #MXS #SHIB #binance https://t.co/TMUvUKj0On",1366669788353875968,69,0,"neutral","50-200"
17529,2021-10-28 17:23:27,"@ZT_exchange @UniswapD @elonmusk @floki_real @RealFlokiInu @Floki5000 @flokimuskinu @Flokito_ all must done thank you for giveaway. best off luck.
@Shawon245694
@sunzamul1234
@Cryptob_love
@bad_luck292
@moshiurbd0",1386901263044861952,126,2.25,"positive","50-200"
17629,2021-10-28 17:24:14,"Good
@iam_Sangeeta5 @Heaven_0fficial @AirdropStario @AirdropDet @defidotoken #Defidotoken #Airdrop #ElonMusk #BscLearnAndEarn #cryptocurrecy #NFTs #NFTGiveaway #Blockchain #bitcoin #Airdrops #FreeAirdrop #PancakeSwap #TokenSale #PlayToEarn #DeFi #IDO #GameFi #presale",1447253719368617984,3,1.55,"positive","0-50"
17677,2021-10-28 17:24:45,"[Electric Vehicle Popularity] Mustang Mach-E Crushes Tesla In Almost Every State https://t.co/BA4nu7chgt OPINION: Electric cars are a TINY MINORITY of the total US cars.(good)  Unfair dictatorial tax credits are an attempt to ram electric cars down America's throat.",1310550313783324672,2,-0.8,"negative","0-50"
17682,2021-10-28 17:24:49,"That would be great if the IRS wrote you a reciept and told you you're funding tesla instead of Taliban bombers. But you don't really know what your tax dollars fund so how about you try ask the IRS what exactly did you tax dollars fund. We call it a reciept. it is progressive",922395316753637376,53,-0.1,"negative","50-200"
17725,2021-10-28 17:25:14,"@MrMeatwallet @elonmusk @ecommerceshares i just hope it looks like Texas.. no abortions and no hard books",1074309189210595328,201,0.75,"positive","200-1000"
17980,2021-10-28 17:27:54,"@CoinMarketCap Doge to the moon soon elon accept  bitcoin to buy tesla",1270390746328133632,0,1,"positive","No follower"
18013,2021-10-28 17:28:14,"@MoonRise_BSC @Triphoenix1991 @MakeAWish @elonmusk The big news",1406642445073281024,2,0.25,"positive","0-50"
18178,2021-10-28 17:29:48,"Yes. He can call himself whatever he wants at the company he owns that he makes up doesn't make him any less of what he is. An investor coasting on government subsidies. At least Bezos origin story starts with him actually working his own shit.",1299447182819434496,879,-0.2,"negative","200-1000"
18508,2021-10-28 17:32:45,"@Bullishmode @LewisHumphrie17 @Edison20192020 @WR4NYGov @LucidMotors @TeslaPodcast tesla fanboys losing their shiiiiit today",1298430478165319680,3,-0.75,"negative","0-50"
18540,2021-10-28 17:33:06,"Tesla fans' focus on NHTSA advisor Cummings a distraction 'from real safety issues': NTSB Chair https://t.co/YmPwcpNxRS",41117405,5538,1.5,"positive","1000-10000"
18702,2021-10-28 17:34:24,"@elonmusk @Rainmaker1973 (\_/)
( ._.)
/ &gt;
Time is the ultimate currency

We want to provide part of the Crypto so that more people join our community.

G0:://www.gemx2give.blogspot.com\\

Don't miss this opportunity!",486623428,63,2.15,"positive","50-200"
18779,2021-10-28 17:35:05,"@SpaceX @elonmusk That is great view!",1391776747322896384,1,0.5,"positive","0-50"
18830,2021-10-28 17:35:29,"@elonmusk       @MrBeast
@JeffBezos     @Android @sundarpichai    @Google @googledevs     @Apple

PLEASE READMY PROFILE TWEET  ONCE YOU CAN MADE WORLD RICH AND FREE INTERNET SERVICE <U+0001F44F><U+0001F44F>...... PLEASE SIR I WANT MONEY FOR MY IDEA THIS IDEA WILL FAIL I WILL PAY YOUR TIME <U+0001F64F> 5",1373303769300017152,17,2,"positive","0-50"
